1,1
2,6
3,30
4,63
5,10033
6,3
7,1
8,5
9,37
10,9868
11,2
12,4
13,22
14,45
15,9771
16,1
17,60
18,1
19,314
20,2
21,12377
22,4
23,1
24,3
25,14
26,8293
27,3
28,5
29,18
30,5
31,11548
32,1
33,5
34,17
35,2
36,6047
37,4
38,3919
39,2
40,2
41,7817
42,1
43,1
44,10
45,5003
46,4
47,1
48,8941
49,1
50,17
51,1
52,6909
53,2
54,2284
55,867
56,287
57,7558
58,1
59,8
60,2
61,25
62,12350
63,1
64,2
65,6
66,14
67,8767
68,1
69,5
70,4
71,111
72,10779
73,6
74,1
75,3
76,161
77,9071
78,1
79,5
80,8
81,567
82,10007
83,1
84,2
85,17
86,873
87,2723
88,6746
89,2
90,8
91,7
92,6426
93,4
94,11
95,46
96,11280
97,11
98,3
99,1
100,1
101,5877
102,4380
103,14
104,17
105,240
106,466
107,10708
108,2
109,10
110,9
111,104
112,9244
113,383
114,3
115,7
116,30
117,10417
118,1
119,7
120,35
121,2
122,4
123,12405
124,2
125,3
126,40
127,71
128,6393
129,580
130,49
131,2907
132,1
133,8158
134,7
135,1
136,2
137,7
138,11660
139,3
140,3
141,21
142,7
143,275
144,11657
145,2
146,1
147,5
148,29
149,8743
150,2
151,1
152,6
153,140
154,10791
155,1
156,1
157,13
158,56
159,9182
160,5
161,1
162,1
163,662
164,9566
165,4
166,1
167,16
168,38
169,10110
170,1
171,91
172,2
173,39
174,1
175,12631
176,2
177,2
178,18
179,27
180,8540
181,1
182,2
183,24
184,1592
185,5
186,10610
187,2
188,2
189,1251
190,44
191,8508
192,1
193,4
194,11
195,313
196,10598
197,1
198,2
199,1
200,29
201,9237
202,1
203,28
204,1
205,142
206,10666
207,2
208,2
209,2
210,36
211,8808
212,1
213,23
214,8
215,1354
216,9066
217,3
218,2
219,6
220,121
221,9716
222,2
223,2
224,1042
225,10
226,8909
227,11
228,5
229,18
230,8
231,10901
232,2
233,2
234,2
235,9
236,9373
237,3
238,1
239,10
240,5
241,10531
242,1
243,5
244,9
245,8
246,9386
247,1
248,2
249,3
250,297
251,9892
252,4
253,1
254,4
255,375
256,9106
257,1
258,2
259,95
260,1030
261,8746
262,1
263,1
264,4
265,8
266,10996
267,2
268,3
269,38
270,2
271,9281
272,2
273,2
274,14
275,6
276,10475
277,1
278,4
279,7
280,139
281,9416
282,2
283,5
284,2
285,305
286,10021
287,5
288,2
289,90
290,52
291,9453
292,1
293,4
294,10
295,7
296,10567
297,1
298,1
299,10
300,3
301,9354
302,1
303,2
304,1
305,5
306,10669
307,1
308,6
309,2
310,69
311,5
312,12212
313,1
314,3
315,1
316,6
317,2
318,11971
319,1
320,31
321,2
322,1
323,45
324,11867
325,2
326,4
327,22
328,28
329,8679
330,1
331,4
332,28
333,62
334,10976
335,1
336,4
337,25
338,13
339,9032
340,4
341,2
342,41
343,95
344,10679
345,5
346,12
347,5
348,63
349,7
350,12261
351,2
352,2
353,1
354,5
355,7816
356,2
357,22
358,12
359,438
360,11440
361,1
362,1
363,23
364,1
365,9408
366,1
367,11
368,9
369,7
370,10424
371,1
372,1
373,1
374,54
375,9372
376,1
377,3
378,22
379,623
380,9459
381,1
382,5
383,25
384,287
385,9618
386,2
387,2
388,23
389,99
390,9870
391,1
392,3
393,1
394,63
395,10387
396,1
397,4
398,10
399,228
400,9021
401,1
402,29
403,1
404,5
405,10885
406,1
407,2
408,25
409,49
410,2
411,12153
412,3
413,4
414,3
415,120
416,7839
417,5
418,12
419,5
420,174
421,11684
422,4
423,1
424,9
425,223
426,77
427,11731
428,3
429,3
430,33
431,17
432,8268
433,1
434,1
435,139
436,13
437,11439
438,4
439,1
440,4
441,21
442,8209
443,3
444,2
445,4
446,191
447,11549
448,1
449,5
450,6
451,11
452,9023
453,28
454,2
455,101
456,377
457,10047
458,1
459,36
460,3
461,1
462,9554
463,1
464,2
465,5
466,43
467,10526
468,2
469,10
470,1
471,68
472,9540
473,2
474,6
475,3
476,100
477,10276
478,1
479,1
480,11
481,53
482,9444
483,1
484,1
485,5
486,22
487,2
488,12924
489,1
490,3
491,6
492,29
493,8213
494,1
495,1
496,1
497,5932
498,132
499,1
500,78
501,11099
502,3
503,1
504,34
505,3
506,9507
507,2
508,9
509,12
510,41
511,10168
512,1
513,1
514,18
515,44
516,9794
517,7
518,94
519,4
520,53
521,99
522,12536
523,1
524,10
525,9
526,25
527,7881
528,6
529,798
530,3
531,1485
532,7916
533,1
534,3
535,5
536,4
537,11783
538,1
539,2
540,6
541,18
542,8300
543,3
544,8
545,2
546,5
547,11558
548,1
549,12
550,19
551,143
552,2
553,11958
554,3
555,4
556,2
557,1
558,8301
559,4
560,4
561,25
562,704
563,10223
564,4
565,1
566,4
567,7
568,1
569,12786
570,2
571,2
572,9
573,19
574,8291
575,2
576,176
577,2
578,28
579,11282
580,1
581,3
582,16
583,6
584,8509
585,3
586,1
587,3
588,11
589,11444
590,1
591,1
592,15
593,7
594,1
595,12037
596,1
597,3
598,26
599,38
600,8249
601,1
602,3
603,4
604,108
605,11444
606,5
607,4
608,2
609,60
610,670
611,11113
612,1
613,4
614,1
615,3
616,9429
617,2
618,3
619,18
620,582
621,11
622,12010
623,2
624,1
625,3
626,93
627,8503
628,2
629,6
630,13
631,4014
632,1
633,6081
634,1
635,3201
636,1
637,348
638,7237
639,1
640,9
641,3
642,7654
643,45
644,6
645,3489
646,3
647,23
648,10122
649,1
650,4
651,1743
652,110
653,4
654,10681
655,1
656,3
657,20
658,1742
659,319
660,9603
661,11
662,1
663,4
664,10
665,10799
666,3
667,5
668,13
669,5
670,8913
671,88
672,28
673,18
674,1
675,11005
676,3
677,2
678,1
679,80
680,932
681,10608
682,3
683,3
684,8
685,264
686,8998
687,10
688,3
689,15
690,14
691,11027
692,2
693,2
694,47
695,92
696,656
697,11031
698,6
699,2
700,12
701,23
702,9608
703,16
704,4
705,2
706,460
707,9277
708,1
709,3
710,1
711,6
712,10601
713,1
714,5
715,1
716,32
717,9348
718,1
719,160
720,40
721,392
722,9592
723,3
724,55
725,1
726,48
727,10160
728,1
729,1
730,56
731,31
732,9370
733,2
734,31
735,12
736,404
737,9925
738,2
739,1
740,8
741,74
742,9818
743,2
744,5
745,2
746,1
747,10362
748,1
749,100
750,13
751,65
752,9040
753,3
754,1
755,43
756,4
757,10903
758,1
759,1
760,13
761,2
762,158
763,11991
764,1
765,6
766,1
767,13
768,224
769,11721
770,2
771,11
772,4
773,55
774,5
775,12010
776,3
777,2
778,1
779,9
780,114
781,11749
782,1
783,2
784,17
785,57
786,8889
787,2
788,17
789,2
790,1
791,10919
792,2
793,1
794,25
795,23
796,1
797,12178
798,1
799,1
800,8
801,2
802,8842
803,2
804,18
805,12
806,327
807,10226
808,2
809,4
810,19
811,12
812,9564
813,1
814,1
815,17
816,20
817,10483
818,2
819,7
820,2
821,213
822,9113
823,1
824,29
825,23
826,2
827,10709
828,1
829,14
830,16
831,6
832,9219
833,1
834,185
835,54
836,1
837,10449
838,2
839,12
840,12
841,34
842,9248
843,3
844,123
845,1
846,1
847,10253
848,4
849,26
850,10
851,38
852,9960
853,1
854,2
855,6
856,545
857,8835
858,7
859,1
860,10
861,2332
862,6275
863,6
864,2
865,610
866,7291
867,1612
868,4
869,22
870,203
871,10350
872,1
873,19
874,1
875,11
876,9871
877,2
878,1
879,3
880,187
881,8
882,12410
883,3
884,1
885,7
886,48
887,1
888,11927
889,1
890,1
891,4
892,306
893,29
894,11480
895,1
896,4
897,8
898,5
899,8959
900,30
901,12
902,3
903,238
904,1
905,12944
906,2
907,3
908,2
909,44
910,22
911,11877
912,1
913,4
914,3
915,38
916,8214
917,7
918,2
919,22
920,1
921,11611
922,1
923,5
924,26
925,1
926,8428
927,6
928,40
929,63
930,106
931,11137
932,2
933,9
934,13
935,1
936,8993
937,2
938,2
939,4
940,1
941,10902
942,6
943,13
944,2
945,2
946,9339
947,1
948,3
949,11
950,1
951,10496
952,7
953,2
954,1
955,59
956,9488
957,1
958,2
959,21
960,300
961,9770
962,4
963,1
964,7
965,295
966,50
967,12495
968,1
969,11
970,2
971,26
972,7785
973,2
974,49
975,5
976,7182
977,126
978,8
979,991
980,4
981,11246
982,19
983,3
984,2
985,30
986,9579
987,1
988,6
989,24
990,62
991,10217
992,5
993,4
994,6
995,162
996,9649
997,1
998,5
999,171
1000,11
1001,9830
1002,1
1003,3
1004,5
1005,1
1006,1
1007,12782
1008,2
1009,12
1010,22
1011,11
1012,1718
1013,9159
1014,1
1015,12
1016,8
1017,2145
1018,368
1019,8808
1020,2
1021,494
1022,1
1023,108
1024,10545
1025,1
1026,3
1027,2
1028,277
1029,9196
1030,1
1031,1
1032,57
1033,4
1034,10495
1035,2
1036,5
1037,4
1038,110
1039,9450
1040,1
1041,8
1042,1
1043,714
1044,8951
1045,1
1046,1
1047,2
1048,3127
1049,4934
1050,2
1051,598
1052,62
1053,9142
1054,3
1055,1
1056,735
1057,1
1058,9751
1059,5
1060,44
1061,22
1062,9
1063,10337
1064,1
1065,1
1066,3
1067,229
1068,9096
1069,1
1070,3
1071,5
1072,171
1073,10428
1074,3
1075,3
1076,8
1077,176
1078,8966
1079,5
1080,2
1081,4
1082,928
1083,3
1084,12044
1085,2
1086,459
1087,2
1088,37
1089,5898
1090,1
1091,2553
1092,149
1093,5
1094,9755
1095,1
1096,1
1097,25
1098,3213
1099,6496
1100,1
1101,3
1102,24
1103,175
1104,11410
1105,1
1106,10
1107,10
1108,108
1109,7787
1110,1
1111,5
1112,43
1113,1007
1114,10308
1115,1
1116,3
1117,5
1118,25
1119,10311
1120,3
1121,192
1122,4
1123,1
1124,9221
1125,1
1126,3
1127,3
1128,72
1129,10721
1130,2
1131,6
1132,5
1133,95
1134,8788
1135,3
1136,51
1137,3
1138,3242
1139,2527
1140,4211
1141,2
1142,440
1143,233
1144,3
1145,12419
1146,1
1147,2
1148,11
1149,53
1150,29
1151,12109
1152,2
1153,3
1154,3
1155,3
1156,8467
1157,3
1158,218
1159,5
1160,75
1161,10751
1162,2
1163,253
1164,4
1165,155
1166,8927
1167,1
1168,3
1169,1
1170,58
1171,10805
1172,1
1173,2
1174,16
1175,7
1176,9474
1177,4
1178,14
1179,179
1180,65
1181,9860
1182,215
1183,5
1184,26
1185,2
1186,9736
1187,1
1188,2
1189,35
1190,460
1191,9080
1192,1
1193,2
1194,192
1195,801
1196,8561
1197,2
1198,3
1199,1140
1200,219
1201,8909
1202,1
1203,6
1204,6
1205,65
1206,10702
1207,1
1208,3
1209,4
1210,188
1211,1
1212,12262
1213,1
1214,1
1215,1
1216,183
1217,7940
1218,87
1219,65
1220,12
1221,2375
1222,7142
1223,10
1224,39
1225,241
1226,5
1227,11734
1228,1
1229,7
1230,1
1231,113
1232,8201
1233,4
1234,5
1235,1595
1236,1
1237,9019
1238,3
1239,5
1240,55
1241,63
1242,10873
1243,1
1244,4
1245,4
1246,170
1247,8469
1248,1
1249,15
1250,1
1251,3364
1252,257
1253,7107
1254,1
1255,3
1256,2
1257,1
1258,12801
1259,3
1260,1
1261,18
1262,6
1263,8216
1264,4
1265,30
1266,19
1267,4417
1268,597
1269,77
1270,9
1271,12565
1272,3
1273,8
1274,7
1275,19
1276,8370
1277,1
1278,3
1279,5
1280,5283
1281,1049
1282,37
1283,1044
1284,8000
1285,14
1286,1205
1287,10
1288,5
1289,21
1290,12978
1291,1
1292,2
1293,19
1294,314
1295,79
1296,11346
1297,3
1298,4
1299,13
1300,45
1301,7742
1302,1
1303,3
1304,44
1305,6802
1306,1
1307,1721
1308,7
1309,1798
1310,8416
1311,1
1312,20
1313,9
1314,43
1315,11379
1316,3
1317,6
1318,1
1319,20
1320,8630
1321,2
1322,1
1323,15
1324,121
1325,11063
1326,3
1327,2
1328,3
1329,17
1330,9292
1331,3
1332,4
1333,6
1334,46
1335,10609
1336,2
1337,1
1338,1
1339,29
1340,9409
1341,2
1342,1
1343,1
1344,88
1345,9896
1346,1
1347,1
1348,3
1349,177
1350,10096
1351,1
1352,3
1353,25
1354,1113
1355,6755
1356,891
1357,803
1358,58
1359,57
1360,9872
1361,8
1362,2
1363,619
1364,401
1365,8859
1366,1
1367,1
1368,8
1369,59
1370,10747
1371,1
1372,1
1373,5
1374,241
1375,8189
1376,3
1377,9
1378,65
1379,3867
1380,5361
1381,1
1382,176
1383,1675
1384,27
1385,11
1386,12573
1387,1
1388,1
1389,24
1390,36
1391,5412
1392,5
1393,4132
1394,3
1395,2
1396,7987
1397,90
1398,3
1399,2763
1400,2
1401,7790
1402,1
1403,4
1404,1
1405,106
1406,11556
1407,1
1408,1
1409,1
1410,2
1411,8920
1412,1
1413,10
1414,1
1415,2
1416,10903
1417,2
1418,1
1419,2
1420,40
1421,9122
1422,3
1423,5
1424,1
1425,8
1426,10607
1427,2
1428,18
1429,7
1430,29
1431,9573
1432,48
1433,11
1434,73
1435,62
1436,9809
1437,2
1438,1
1439,1
1440,17
1441,10502
1442,1
1443,3
1444,42
1445,119
1446,8814
1447,2
1448,1
1449,25
1450,4
1451,11181
1452,3
1453,1
1454,7
1455,20
1456,8616
1457,4
1458,47
1459,435
1460,3
1461,10528
1462,2
1463,9
1464,60
1465,28
1466,9353
1467,2
1468,5
1469,7
1470,202
1471,10361
1472,1
1473,4
1474,32
1475,26
1476,9142
1477,320
1478,1
1479,45
1480,19
1481,10500
1482,1
1483,4
1484,12
1485,286
1486,8336
1487,20
1488,3
1489,603
1490,1142
1491,8690
1492,27
1493,73
1494,30
1495,328
1496,10151
1497,1
1498,6
1499,2
1500,4
1501,10103
1502,13
1503,6
1504,16
1505,104
1506,9757
1507,1
1508,4
1509,2
1510,189
1511,9792
1512,10
1513,12
1514,55
1515,821
1516,1
1517,11355
1518,38
1519,1
1520,9
1521,1
1522,9301
1523,1
1524,25
1525,32
1526,19
1527,10531
1528,28
1529,1
1530,10
1531,3
1532,9636
1533,1
1534,3
1535,19
1536,28
1537,5
1538,12688
1539,1
1540,1
1541,2
1542,4
1543,8656
1544,184
1545,3
1546,20
1547,188
1548,10481
1549,1
1550,3
1551,1
1552,45
1553,9490
1554,2
1555,1
1556,10
1557,348
1558,9898
1559,1
1560,11
1561,1
1562,1035
1563,8193
1564,1
1565,1
1566,27
1567,510
1568,10201
1569,1
1570,2
1571,2
1572,7
1573,9813
1574,1
1575,223
1576,2
1577,150
1578,9402
1579,2
1580,2
1581,5
1582,1
1583,10739
1584,1
1585,1
1586,2
1587,66
1588,9113
1589,28
1590,2
1591,6
1592,481
1593,9775
1594,2
1595,1
1596,20
1597,1
1598,10288
1599,10
1600,3
1601,4
1602,166
1603,9488
1604,1
1605,3
1606,13
1607,11
1608,9856
1609,1
1610,9
1611,19
1612,361
1613,9553
1614,4
1615,1
1616,8
1617,122
1618,10290
1619,2
1620,4
1621,1
1622,391
1623,8822
1624,2
1625,28
1626,593
1627,20
1628,10004
1629,1
1630,1
1631,9
1632,3
1633,9990
1634,3
1635,1
1636,44
1637,58
1638,9961
1639,3
1640,2
1641,1
1642,1
1643,10075
1644,1
1645,2
1646,17
1647,468
1648,662
1649,10845
1650,1
1651,7
1652,16
1653,7
1654,9753
1655,3
1656,3
1657,2
1658,93
1659,9959
1660,1
1661,288
1662,142
1663,136
1664,8141
1665,2
1666,9
1667,69
1668,7165
1669,56
1670,7
1671,112
1672,8849
1673,1
1674,1
1675,56
1676,92
1677,11439
1678,2
1679,1
1680,50
1681,30
1682,8305
1683,3
1684,335
1685,3
1686,1320
1687,9159
1688,4
1689,13
1690,4
1691,3
1692,10358
1693,3
1694,2
1695,2
1696,236
1697,9545
1698,1
1699,2
1700,18
1701,312
1702,9759
1703,1
1704,128
1705,80
1706,130
1707,9120
1708,1
1709,1
1710,4
1711,98
1712,10763
1713,2
1714,1
1715,15
1716,34
1717,8804
1718,3
1719,7
1720,4
1721,896
1722,9777
1723,1
1724,5
1725,5
1726,48
1727,9906
1728,4
1729,19
1730,4
1731,12
1732,10241
1733,1
1734,10
1735,2
1736,273
1737,8113
1738,1
1739,6
